Account,Date,year,month,day,Channel,Units,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,day_energy,SUM
6930212101,"Wednesday, March 7, 2018",2018,3,7,108209523 2,kVARh,835.2,820.8,813.6,806.4,799.2,784.8,943.2,979.2,1000.8,979.2,979.2,979.2,979.2,1022.4,1000.8,1015.2,993.6,936,907.2,878.4,856.8,813.6,842.4,849.6,21816,
6930212101,"Wednesday, March 7, 2018",2018,3,7,108209525 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Wednesday, March 7, 2018",2018,3,7,108209525 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Wednesday, March 7, 2018",2018,3,7,108209526 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Wednesday, March 7, 2018",2018,3,7,108209526 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Thursday, March 8, 2018",2018,3,8, Fahren,Fahren,26.6,26.6,26.6,24.8,26.6,26.6,24.8,24.8,24.8,26.6,26.6,28.4,28.4,30.2,28.4,28.4,28.4,28.4,28.4,26.6,26.6,26.6,26.6,26.6,647.4,
6930212101,"Thursday, March 8, 2018",2018,3,8, RH,RH,79.7,100,92.78,100,92.78,86.02,85.91,73.61,73.61,68.29,68.29,63.4,63.4,58.89,68.51,68.51,68.51,68.51,68.51,79.7,79.7,79.7,73.8,73.8,1835.93,
6930212101,"Thursday, March 8, 2018",2018,3,8,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, March 8, 2018",2018,3,8,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, March 8, 2018",2018,3,8,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, March 8, 2018",2018,3,8,106119542 1 Power Factor,Power Factor,90.491695,90.181036,90.060388,90.033941,90.360356,90.432324,92.677956,92.093969,92.36777,92.307668,92.304945,92.154338,92.150593,92.171841,92.268844,92.495245,92.292956,91.921975,90.732249,90.590434,91.133866,90.76593,90.923986,90.947051,2193.861356,
6930212101,"Thursday, March 8, 2018",2018,3,8,106119542 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, March 8, 2018",2018,3,8,106152381 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, March 8, 2018",2018,3,8,106152381 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, March 8, 2018",2018,3,8,106152383 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, March 8, 2018",2018,3,8,106152383 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, March 8, 2018",2018,3,8,106959544 1,kWh,2498.4,2469.6,2455.2,2462.4,2498.4,2671.2,3196.8,3326.4,3398.4,3384,3362.4,3355.2,3391.2,3340.8,3326.4,3261.6,3160.8,2995.2,2743.2,2671.2,2548.8,2484,2534.4,2548.8,70084.8,146016
6930212101,"Thursday, March 8, 2018",2018,3,8,106959544 2,kVARh,1591.2,1584,1584,1584,1569.6,1670.4,1843.2,1965.6,1951.2,1965.6,1958.4,1972.8,2008.8,1972.8,1951.2,1893.6,1857.6,1814.4,1699.2,1670.4,1548,1533.6,1562.4,1569.6,42321.6,
6930212101,"Thursday, March 8, 2018",2018,3,8,108209523 1,kWh,2692.8,2548.8,2512.8,2498.4,2498.4,2563.2,3643.2,3700.8,3700.8,3700.8,3686.4,3736.8,3801.6,3794.4,3772.8,3729.6,3607.2,3376.8,2865.6,2750.4,2743.2,2592,2671.2,2743.2,75931.2,0
6930212101,"Thursday, March 8, 2018",2018,3,8,108209523 2,kVARh,849.6,820.8,813.6,813.6,799.2,799.2,928.8,1008,993.6,986.4,979.2,1015.2,1022.4,1029.6,1015.2,979.2,964.8,914.4,900,864,842.4,813.6,820.8,849.6,21823.2,
6930212101,"Thursday, March 8, 2018",2018,3,8,108209525 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Thursday, March 8, 2018",2018,3,8,108209525 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Thursday, March 8, 2018",2018,3,8,108209526 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Thursday, March 8, 2018",2018,3,8,108209526 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Friday, March 9, 2018",2018,3,9, Fahren,Fahren,26.6,26.6,24.8,24.8,21.2,19.4,19.4,24.8,28.4,30.2,32,33.8,33.8,35.6,35.6,37.4,37.4,37.4,33.8,32,28.4,26.6,28.4,26.6,705,
6930212101,"Friday, March 9, 2018",2018,3,9, RH,RH,73.8,73.8,79.55,79.55,92.6,92.53,92.53,85.91,73.99,68.74,59.16,55.02,59.42,55.3,51.21,47.69,47.69,47.69,55.02,59.16,68.51,73.8,68.51,73.8,1634.98,
6930212101,"Friday, March 9, 2018",2018,3,9,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, March 9, 2018",2018,3,9,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, March 9, 2018",2018,3,9,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, March 9, 2018",2018,3,9,106119542 1 Power Factor,Power Factor,90.61105,90.304338,90.233947,90.215539,90.186801,90.505836,92.419788,92.074325,92.246007,92.268455,92.348771,92.356978,92.029592,92.015173,91.891584,92.439394,92.453718,92.286713,91.435125,91.513215,91.400726,90.952538,90.858398,90.814166,2195.862177,
6930212101,"Friday, March 9, 2018",2018,3,9,106119542 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, March 9, 2018",2018,3,9,106152381 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, March 9, 2018",2018,3,9,106152381 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, March 9, 2018",2018,3,9,106152383 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, March 9, 2018",2018,3,9,106152383 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, March 9, 2018",2018,3,9,106959544 1,kWh,2498.4,2469.6,2476.8,2455.2,2469.6,2678.4,3204,3348,3362.4,3448.8,3441.6,3448.8,3434.4,3456,3384,3333.6,3232.8,3060,2800.8,2678.4,2656.8,2570.4,2628,2649.6,71186.4,145612.8
6930212101,"Friday, March 9, 2018",2018,3,9,106959544 2,kVARh,1562.4,1562.4,1576.8,1562.4,1591.2,1677.6,1872,1958.4,1944,2008.8,2008.8,2008.8,2044.8,2066.4,2044.8,1944,1886.4,1814.4,1670.4,1576.8,1591.2,1584,1627.2,1634.4,42818.4,
6930212101,"Friday, March 9, 2018",2018,3,9,108209523 1,kWh,2606.4,2556,2512.8,2498.4,2505.6,2563.2,3607.2,3686.4,3708,3650.4,3664.8,3679.2,3679.2,3700.8,3628.8,3628.8,3528,3290.4,2808,2649.6,2664,2534.4,2556,2520,74426.4,0
6930212101,"Friday, March 9, 2018",2018,3,9,108209523 2,kVARh,820.8,828,806.4,806.4,792,784.8,943.2,1022.4,1015.2,957.6,943.2,950.4,979.2,979.2,964.8,928.8,900,835.2,813.6,770.4,770.4,748.8,756,748.8,20865.6,
6930212101,"Friday, March 9, 2018",2018,3,9,108209525 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Friday, March 9, 2018",2018,3,9,108209525 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Friday, March 9, 2018",2018,3,9,108209526 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Friday, March 9, 2018",2018,3,9,108209526 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Saturday, March 10, 2018",2018,3,10, Fahren,Fahren,24.8,24.8,24.8,23,24.8,23,21.2,24.8,30.2,33.8,37.4,39.2,39.2,41,42.8,42.8,42.8,39.2,35.6,32,30.2,28.4,26.6,26.6,759,
6930212101,"Saturday, March 10, 2018",2018,3,10, RH,RH,79.55,79.55,79.55,79.39,73.61,85.8,92.6,85.91,68.74,55.02,51.5,47.99,47.99,44.74,41.73,38.64,38.64,44.43,64.38,59.16,68.74,73.99,79.7,73.8,1555.15,
6930212101,"Saturday, March 10, 2018",2018,3,10,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, March 10, 2018",2018,3,10,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, March 10, 2018",2018,3,10,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, March 10, 2018",2018,3,10,106119542 1 Power Factor,Power Factor,90.494912,90.378717,90.25624,90.317553,90.294243,90.367677,90.825379,90.980115,91.058116,91.230828,90.955164,90.919736,90.678713,90.601419,90.595814,90.654466,91.250717,91.307842,90.752609,90.900371,91.049982,90.906075,90.529571,90.180117,2177.486376,
6930212101,"Saturday, March 10, 2018",2018,3,10,106119542 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, March 10, 2018",2018,3,10,106152381 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, March 10, 2018",2018,3,10,106152381 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, March 10, 2018",2018,3,10,106152383 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, March 10, 2018",2018,3,10,106152383 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, March 10, 2018",2018,3,10,106959544 1,kWh,2584.8,2570.4,2556,2534.4,2527.2,2541.6,2584.8,2613.6,2635.2,2642.4,2620.8,2642.4,2613.6,2613.6,2635.2,2620.8,2635.2,2642.4,2606.4,2620.8,2584.8,2570.4,2584.8,2584.8,62366.4,123055.2
6930212101,"Saturday, March 10, 2018",2018,3,10,106959544 2,kVARh,1627.2,1634.4,1627.2,1612.8,1605.6,1612.8,1605.6,1612.8,1620,1620,1634.4,1648.8,1656,1663.2,1670.4,1648.8,1605.6,1598.4,1620,1620,1569.6,1584,1620,1641.6,38959.2,
6930212101,"Saturday, March 10, 2018",2018,3,10,108209523 1,kWh,2484,2462.4,2455.2,2419.2,2404.8,2412,2541.6,2563.2,2599.2,2635.2,2642.4,2656.8,2620.8,2642.4,2649.6,2606.4,2584.8,2548.8,2512.8,2498.4,2440.8,2440.8,2433.6,2433.6,60688.8,0
6930212101,"Saturday, March 10, 2018",2018,3,10,108209523 2,kVARh,756,748.8,763.2,741.6,741.6,734.4,756,748.8,756,748.8,770.4,777.6,777.6,792,799.2,784.8,734.4,720,748.8,727.2,712.8,712.8,734.4,763.2,18050.4,
6930212101,"Saturday, March 10, 2018",2018,3,10,108209525 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Saturday, March 10, 2018",2018,3,10,108209525 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Saturday, March 10, 2018",2018,3,10,108209526 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Saturday, March 10, 2018",2018,3,10,108209526 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Sunday, March 11, 2018",2018,3,11, Fahren,Fahren,26.6,24.8,,24.8,23,23,21.2,23,26.6,28.4,33.8,35.6,37.4,37.4,39.2,39.2,41,39.2,37.4,35.6,35.6,33.8,33.8,32,732.4,
6930212101,"Sunday, March 11, 2018",2018,3,11, RH,RH,79.7,79.55,,79.55,79.39,85.8,85.68,79.39,73.8,73.99,55.02,51.21,47.69,51.5,47.99,47.99,48.28,51.79,55.58,64.38,64.38,69.17,59.42,63.89,1495.14,
6930212101,"Sunday, March 11, 2018",2018,3,11,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, March 11, 2018",2018,3,11,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, March 11, 2018",2018,3,11,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, March 11, 2018",2018,3,11,106119542 1 Power Factor,Power Factor,90.041611,89.837145,,90.381481,90.669214,90.573616,90.483117,90.48392,90.577744,90.502352,90.451854,90.326316,90.347008,90.215634,90.358778,90.215593,90.139598,90.315666,90.425133,90.874941,90.670182,89.937104,89.962005,90.34849,2078.138502,
6930212101,"Sunday, March 11, 2018",2018,3,11,106119542 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, March 11, 2018",2018,3,11,106152381 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, March 11, 2018",2018,3,11,106152381 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, March 11, 2018",2018,3,11,106152383 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, March 11, 2018",2018,3,11,106152383 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, March 11, 2018",2018,3,11,106959544 1,kWh,2541.6,2520,,2541.6,2527.2,2512.8,2592,2584.8,2592,2577.6,2592,2592,2584.8,2606.4,2606.4,2592,2592,2584.8,2584.8,2570.4,2534.4,2527.2,2534.4,2520,59011.2,114984
6930212101,"Sunday, March 11, 2018",2018,3,11,106959544 2,kVARh,1627.2,1634.4,,1598.4,1569.6,1562.4,1620,1612.8,1612.8,1612.8,1627.2,1634.4,1634.4,1663.2,1641.6,1656,1656,1641.6,1620,1569.6,1576.8,1634.4,1634.4,1591.2,37231.2,
6930212101,"Sunday, March 11, 2018",2018,3,11,108209523 1,kWh,2361.6,2354.4,,2340,2332.8,2318.4,2412,2419.2,2440.8,2462.4,2448,2455.2,2484,2512.8,2527.2,2527.2,2534.4,2520,2462.4,2462.4,2419.2,2390.4,2390.4,2397.6,55972.8,0
6930212101,"Sunday, March 11, 2018",2018,3,11,108209523 2,kVARh,741.6,748.8,,712.8,691.2,698.4,734.4,741.6,741.6,756,748.8,763.2,770.4,784.8,792,792,806.4,784.8,763.2,741.6,727.2,756,756,741.6,17294.4,
6930212101,"Sunday, March 11, 2018",2018,3,11,108209525 1,kWh,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Sunday, March 11, 2018",2018,3,11,108209525 2,kVARh,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Sunday, March 11, 2018",2018,3,11,108209526 1,kWh,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Sunday, March 11, 2018",2018,3,11,108209526 2,kVARh,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Monday, March 12, 2018",2018,3,12, Fahren,Fahren,30.2,28.4,28.4,28.4,26.6,24.8,23,21.2,24.8,28.4,33.8,33.8,37.4,33.8,37.4,37.4,37.4,37.4,33.8,33.8,32,32,30.2,28.4,742.8,
6930212101,"Monday, March 12, 2018",2018,3,12, RH,RH,68.74,73.99,73.99,73.99,79.7,85.91,85.8,92.6,85.91,79.86,64.13,59.42,59.95,74.56,64.61,69.6,69.6,69.6,93.01,86.45,92.95,92.95,100,100,1897.32,
6930212101,"Monday, March 12, 2018",2018,3,12,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, March 12, 2018",2018,3,12,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, March 12, 2018",2018,3,12,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, March 12, 2018",2018,3,12,106119542 1 Power Factor,Power Factor,90.164603,90.164517,90.032352,90.270595,90.501706,90.141484,92.710781,92.450951,92.477278,92.487093,92.581294,92.504401,92.570925,92.394497,92.388707,92.463634,92.418533,92.202584,91.115876,91.11231,91.171504,90.738098,90.651656,90.948906,2196.664285,
6930212101,"Monday, March 12, 2018",2018,3,12,106119542 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, March 12, 2018",2018,3,12,106152381 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, March 12, 2018",2018,3,12,106152381 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, March 12, 2018",2018,3,12,106152383 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, March 12, 2018",2018,3,12,106152383 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, March 12, 2018",2018,3,12,106959544 1,kWh,2491.2,2491.2,2491.2,2498.4,2534.4,2721.6,3225.6,3391.2,3391.2,3405.6,3434.4,3441.6,3470.4,3441.6,3427.2,3405.6,3297.6,3139.2,2858.4,2728.8,2685.6,2606.4,2656.8,2671.2,71906.4,146440.8
6930212101,"Monday, March 12, 2018",2018,3,12,106959544 2,kVARh,1584,1584,1591.2,1576.8,1569.6,1728,1872,1965.6,1958.4,1972.8,1980,2001.6,2001.6,2016,2023.2,1980,1944,1886.4,1764,1684.8,1656,1656,1706.4,1684.8,43387.2,
6930212101,"Monday, March 12, 2018",2018,3,12,108209523 1,kWh,2282.4,2282.4,2275.2,2275.2,2260.8,2347.2,3528,3664.8,3643.2,3686.4,3708,3729.6,3736.8,3758.4,3787.2,3744,3636,3448.8,2937.6,2779.2,2779.2,2678.4,2786.4,2779.2,74534.4,0
6930212101,"Monday, March 12, 2018",2018,3,12,108209523 2,kVARh,705.6,705.6,712.8,698.4,684,705.6,856.8,943.2,936,943.2,936,943.2,943.2,964.8,964.8,964.8,921.6,878.4,856.8,806.4,806.4,792,828,806.4,20304,
6930212101,"Monday, March 12, 2018",2018,3,12,108209525 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Monday, March 12, 2018",2018,3,12,108209525 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Monday, March 12, 2018",2018,3,12,108209526 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Monday, March 12, 2018",2018,3,12,108209526 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Tuesday, March 13, 2018",2018,3,13, Fahren,Fahren,28.4,28.4,26.6,26.6,24.8,23,24.8,24.8,26.6,30.2,30.2,30.2,33.8,33.8,35.6,30.2,30.2,28.4,26.6,33.8,26.6,23,24.8,26.6,678,
6930212101,"Tuesday, March 13, 2018",2018,3,13, RH,RH,86.13,86.13,92.78,86.02,92.72,92.66,100,100,92.78,86.24,86.24,92.89,74.56,69.17,59.69,92.89,100,92.84,100,55.02,100,100,73.61,73.8,2086.17,
6930212101,"Tuesday, March 13, 2018",2018,3,13,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, March 13, 2018",2018,3,13,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, March 13, 2018",2018,3,13,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, March 13, 2018",2018,3,13,106119542 1 Power Factor,Power Factor,90.649387,90.354724,90.8502,91.061392,91.08337,90.816312,92.87386,92.663832,92.675366,92.715105,92.689619,92.630403,92.765097,92.795745,92.769795,92.749366,92.711757,92.617794,91.604616,91.568266,91.74271,91.396078,91.370922,91.136884,2206.2926,
6930212101,"Tuesday, March 13, 2018",2018,3,13,106119542 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, March 13, 2018",2018,3,13,106152381 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, March 13, 2018",2018,3,13,106152381 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, March 13, 2018",2018,3,13,106152383 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, March 13, 2018",2018,3,13,106152383 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, March 13, 2018",2018,3,13,106959544 1,kWh,2606.4,2577.6,2563.2,2584.8,2606.4,2887.2,3456,3578.4,3556.8,3564,3556.8,3506.4,3520.8,3506.4,3405.6,3362.4,3297.6,3124.8,2908.8,2786.4,2728.8,2635.2,2692.8,2736,73749.6,149709.6
6930212101,"Tuesday, March 13, 2018",2018,3,13,106959544 2,kVARh,1663.2,1670.4,1605.6,1591.2,1598.4,1800,1980,2044.8,2030.4,2016,2030.4,2008.8,1994.4,1987.2,1936.8,1915.2,1872,1807.2,1706.4,1641.6,1591.2,1569.6,1605.6,1641.6,43308,
6930212101,"Tuesday, March 13, 2018",2018,3,13,108209523 1,kWh,2649.6,2584.8,2556,2556,2541.6,2613.6,3686.4,3751.2,3744,3758.4,3787.2,3751.2,3758.4,3736.8,3715.2,3693.6,3578.4,3384,2880,2692.8,2700,2570.4,2649.6,2620.8,75960,0
6930212101,"Tuesday, March 13, 2018",2018,3,13,108209523 2,kVARh,784.8,777.6,748.8,741.6,734.4,734.4,871.2,928.8,928.8,943.2,943.2,943.2,936,921.6,928.8,928.8,907.2,842.4,828,763.2,763.2,741.6,770.4,777.6,20188.8,
6930212101,"Tuesday, March 13, 2018",2018,3,13,108209525 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Tuesday, March 13, 2018",2018,3,13,108209525 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Tuesday, March 13, 2018",2018,3,13,108209526 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Tuesday, March 13, 2018",2018,3,13,108209526 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Wednesday, March 14, 2018",2018,3,14, Fahren,Fahren,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,26.6,26.6,28.4,28.4,30.2,35.6,35.6,37.4,37.4,35.6,33.8,30.2,30.2,30.2,30.2,699.6,
6930212101,"Wednesday, March 14, 2018",2018,3,14, RH,RH,79.55,85.91,85.91,85.91,85.91,85.91,79.55,73.61,79.55,79.7,73.8,68.51,73.99,63.65,55.3,47.38,44.13,44.13,47.38,55.02,63.65,58.89,58.89,58.89,1635.12,
6930212101,"Wednesday, March 14, 2018",2018,3,14,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, March 14, 2018",2018,3,14,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, March 14, 2018",2018,3,14,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, March 14, 2018",2018,3,14,106119542 1 Power Factor,Power Factor,90.795574,90.625017,90.531813,90.628283,90.791508,90.932091,92.88221,92.580973,92.26613,92.380665,92.577277,92.321281,92.226792,92.180857,92.358979,92.552307,92.417192,92.265685,91.212852,90.949703,91.169211,90.76796,90.773792,90.571794,2198.759946,
6930212101,"Wednesday, March 14, 2018",2018,3,14,106119542 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, March 14, 2018",2018,3,14,106152381 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, March 14, 2018",2018,3,14,106152381 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, March 14, 2018",2018,3,14,106152383 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, March 14, 2018",2018,3,14,106152383 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, March 14, 2018",2018,3,14,106959544 1,kWh,2613.6,2548.8,2548.8,2548.8,2584.8,2772,3297.6,3456,3441.6,3441.6,3484.8,3434.4,3434.4,3412.8,3369.6,3348,3254.4,3067.2,2822.4,2692.8,2649.6,2613.6,2656.8,2671.2,72165.6,147549.6
6930212101,"Wednesday, March 14, 2018",2018,3,14,106959544 2,kVARh,1612.8,1584,1591.2,1584,1584,1692,1857.6,1972.8,2008.8,2008.8,1987.2,2001.6,2030.4,2023.2,1980,1936.8,1908,1828.8,1720.8,1670.4,1634.4,1605.6,1648.8,1670.4,43142.4,
6930212101,"Wednesday, March 14, 2018",2018,3,14,108209523 1,kWh,2534.4,2498.4,2469.6,2484,2484,2534.4,3578.4,3686.4,3708,3751.2,3744,3657.6,3729.6,3744,3794.4,3744,3592.8,3376.8,2930.4,2757.6,2750.4,2541.6,2671.2,2620.8,75384,0
6930212101,"Wednesday, March 14, 2018",2018,3,14,108209523 2,kVARh,763.2,770.4,763.2,763.2,756,734.4,885.6,943.2,979.2,972,964.8,950.4,972,986.4,993.6,964.8,921.6,864,864,820.8,799.2,777.6,813.6,806.4,20829.6,
6930212101,"Wednesday, March 14, 2018",2018,3,14,108209525 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Wednesday, March 14, 2018",2018,3,14,108209525 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Wednesday, March 14, 2018",2018,3,14,108209526 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Wednesday, March 14, 2018",2018,3,14,108209526 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Thursday, March 15, 2018",2018,3,15, Fahren,Fahren,30.2,30.2,32,30.2,30.2,30.2,30.2,30.2,33.8,37.4,39.2,42.8,44.6,46.4,46.4,48.2,48.2,48.2,46.4,37.4,39.2,35.6,32,33.8,903,
