Account,Date,year,month,day,Channel,Units,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,day_energy,SUM
6930212101,"Monday, January 1, 2018",2018,1,1, Fahren,Fahren,-5.8,1.4,1.4,1.4,-0.4,-2.2,-4,-7.6,-5.8,-2.2,-0.4,1.4,3.2,3.2,3.2,3.2,1.4,-0.4,1.4,-4,-5.8,-5.8,-4,-5.8,-33,
6930212101,"Monday, January 1, 2018",2018,1,1, RH,RH,91.58,91.87,91.87,91.87,91.8,84.06,83.93,91.5,83.79,84.06,77.17,77.35,77.53,77.53,77.53,71.11,64.92,64.66,70.89,70.21,76.61,76.61,70.21,76.61,1915.27,
6930212101,"Monday, January 1, 2018",2018,1,1,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, January 1, 2018",2018,1,1,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, January 1, 2018",2018,1,1,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, January 1, 2018",2018,1,1,106119542 1 Power Factor,Power Factor,89.871024,89.727335,89.813735,89.645464,89.880879,89.702885,89.992184,89.558498,89.469486,89.295696,89.750705,89.951003,90.147545,89.951425,89.841677,90.029557,90.227023,90.595481,90.577348,90.653907,90.120035,89.898755,89.83419,89.894498,2158.430335,
6930212101,"Monday, January 1, 2018",2018,1,1,106119542 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, January 1, 2018",2018,1,1,106152381 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, January 1, 2018",2018,1,1,106152381 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, January 1, 2018",2018,1,1,106152383 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, January 1, 2018",2018,1,1,106152383 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, January 1, 2018",2018,1,1,106959544 1,kWh,2872.8,2894.4,2887.2,2815.2,2779.2,2800.8,2836.8,2880,2880,2836.8,2937.6,2901.6,2908.8,2894.4,2880,2959.2,2944.8,2901.6,2980.8,3002.4,2937.6,2944.8,3009.6,2959.2,69645.6,107920.8
6930212101,"Monday, January 1, 2018",2018,1,1,106959544 2,kVARh,1684.8,1699.2,1684.8,1663.2,1627.2,1648.8,1648.8,1692,1692,1684.8,1699.2,1670.4,1656,1663.2,1663.2,1684.8,1663.2,1620,1656,1656,1656,1656,1692,1656,40017.6,
6930212101,"Monday, January 1, 2018",2018,1,1,108209523 1,kWh,1612.8,1612.8,1598.4,1598.4,1605.6,1598.4,1591.2,1569.6,1548,1562.4,1591.2,1620,1620,1627.2,1612.8,1612.8,1605.6,1612.8,1605.6,1605.6,1584,1548,1569.6,1562.4,38275.2,0
6930212101,"Monday, January 1, 2018",2018,1,1,108209523 2,kVARh,504,518.4,511.2,518.4,511.2,518.4,496.8,518.4,518.4,532.8,525.6,525.6,518.4,532.8,532.8,525.6,511.2,489.6,489.6,489.6,518.4,532.8,547.2,547.2,12434.4,
6930212101,"Monday, January 1, 2018",2018,1,1,108209525 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Monday, January 1, 2018",2018,1,1,108209525 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Monday, January 1, 2018",2018,1,1,108209526 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Monday, January 1, 2018",2018,1,1,108209526 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Tuesday, January 2, 2018",2018,1,2, Fahren,Fahren,-9.4,-9.4,-11.2,-11.2,-9.4,-9.4,-11.2,-11.2,-9.4,-7.6,-2.2,-0.4,3.2,5,6.8,8.6,8.6,6.8,1.4,3.2,1.4,5,5,6.8,-40.2,
6930212101,"Tuesday, January 2, 2018",2018,1,2, RH,RH,76.22,69.51,76.03,76.03,76.22,76.22,83.37,83.37,76.22,83.65,70.44,70.67,65.18,65.43,65.68,60.52,60.52,60.25,70.89,65.18,70.89,65.43,71.33,65.68,1704.93,
6930212101,"Tuesday, January 2, 2018",2018,1,2,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, January 2, 2018",2018,1,2,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, January 2, 2018",2018,1,2,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, January 2, 2018",2018,1,2,106119542 1 Power Factor,Power Factor,89.471424,89.305937,89.480093,89.80607,89.450894,90.816403,90.324859,90.968212,91.097976,91.3411,91.459097,91.508299,91.794716,91.746889,92.103087,91.43391,91.741289,92.517357,91.506537,90.870943,90.773596,90.299957,90.538978,90.35138,2180.709003,
6930212101,"Tuesday, January 2, 2018",2018,1,2,106119542 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, January 2, 2018",2018,1,2,106152381 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, January 2, 2018",2018,1,2,106152381 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, January 2, 2018",2018,1,2,106152383 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, January 2, 2018",2018,1,2,106152383 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Tuesday, January 2, 2018",2018,1,2,106959544 1,kWh,2800.8,2757.6,2599.2,2728.8,2786.4,3038.4,3376.8,3420,3420,3592.8,3650.4,3866.4,3844.8,3736.8,3470.4,3585.6,3686.4,3657.6,3513.6,3412.8,3312,3326.4,3340.8,3312,80236.8,141148.8
6930212101,"Tuesday, January 2, 2018",2018,1,2,106959544 2,kVARh,1627.2,1677.6,1641.6,1656,1677.6,1778.4,1994.4,2023.2,2037.6,2088,2116.8,2160,2116.8,2102.4,2037.6,2052,2102.4,2066.4,2030.4,1987.2,1936.8,1958.4,1958.4,1972.8,46800,
6930212101,"Tuesday, January 2, 2018",2018,1,2,108209523 1,kWh,1526.4,1756.8,1994.4,1936.8,1800,2433.6,3384,3312,3132,2901.6,2980.8,2800.8,2786.4,2872.8,3348,3074.4,2980.8,3369.6,2548.8,2073.6,2016,1879.2,1987.2,2016,60912,0
6930212101,"Tuesday, January 2, 2018",2018,1,2,108209523 2,kVARh,532.8,590.4,648,619.2,612,741.6,1224,1051.2,928.8,799.2,813.6,777.6,748.8,763.2,842.4,878.4,784.8,813.6,633.6,532.8,525.6,518.4,540,554.4,17474.4,
6930212101,"Tuesday, January 2, 2018",2018,1,2,108209525 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Tuesday, January 2, 2018",2018,1,2,108209525 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Tuesday, January 2, 2018",2018,1,2,108209526 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Tuesday, January 2, 2018",2018,1,2,108209526 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Wednesday, January 3, 2018",2018,1,3, Fahren,Fahren,6.8,1.4,3.2,3.2,5,5,5,6.8,6.8,10.4,12.2,15.8,17.6,17.6,19.4,17.6,17.6,15.8,15.8,15.8,15.8,14,12.2,12.2,273,
6930212101,"Wednesday, January 3, 2018",2018,1,3, RH,RH,65.68,77.35,77.53,77.53,71.33,71.33,77.71,65.68,71.55,66.18,66.42,61.6,61.86,67.14,67.37,72.81,78.9,85.33,85.33,72.61,72.61,78.57,85.09,85.09,1762.6,
6930212101,"Wednesday, January 3, 2018",2018,1,3,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, January 3, 2018",2018,1,3,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, January 3, 2018",2018,1,3,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, January 3, 2018",2018,1,3,106119542 1 Power Factor,Power Factor,90.169508,90.219543,90.150574,90.017624,90.169559,90.520145,91.559388,91.44624,91.508505,91.659209,92.300251,92.037678,91.657536,91.619704,91.639831,91.518652,91.447213,91.439811,91.336435,91.15568,91.193969,90.83439,90.878939,91.043286,2187.52367,
6930212101,"Wednesday, January 3, 2018",2018,1,3,106119542 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, January 3, 2018",2018,1,3,106152381 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, January 3, 2018",2018,1,3,106152381 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, January 3, 2018",2018,1,3,106152383 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, January 3, 2018",2018,1,3,106152383 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Wednesday, January 3, 2018",2018,1,3,106959544 1,kWh,3297.6,3319.2,3319.2,3218.4,3196.8,3427.2,3837.6,3931.2,4039.2,4039.2,3448.8,3859.2,3981.6,3902.4,3888,3859.2,3823.2,3708,3571.2,3420,3362.4,3297.6,3398.4,3484.8,86630.4,146570.4
6930212101,"Wednesday, January 3, 2018",2018,1,3,106959544 2,kVARh,1972.8,1965.6,1965.6,1936.8,1908,2001.6,2124,2181.6,2224.8,2203.2,1821.6,2160,2188.8,2174.4,2174.4,2160,2131.2,2080.8,2008.8,1951.2,1908,1900.8,1944,1980,49068,
6930212101,"Wednesday, January 3, 2018",2018,1,3,108209523 1,kWh,1972.8,1936.8,1900.8,1900.8,1893.6,2030.4,2620.8,2707.2,2757.6,2844,4118.4,3218.4,2851.2,2880,2887.2,2844,2750.4,2620.8,2390.4,2246.4,2174.4,2066.4,2138.4,2188.8,59940,0
6930212101,"Wednesday, January 3, 2018",2018,1,3,108209523 2,kVARh,554.4,547.2,540,540,532.8,554.4,712.8,756,770.4,799.2,1324.8,842.4,792,792,784.8,792,777.6,720,648,604.8,583.2,568.8,597.6,597.6,16732.8,
6930212101,"Wednesday, January 3, 2018",2018,1,3,108209525 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Wednesday, January 3, 2018",2018,1,3,108209525 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Wednesday, January 3, 2018",2018,1,3,108209526 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Wednesday, January 3, 2018",2018,1,3,108209526 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Thursday, January 4, 2018",2018,1,4, Fahren,Fahren,12.2,8.6,5,5,8.6,8.6,10.4,10.4,10.4,10.4,12.2,12.2,14,14,14,14,12.2,12.2,10.4,6.8,6.8,6.8,6.8,6.8,238.8,
6930212101,"Thursday, January 4, 2018",2018,1,4, RH,RH,85.09,84.84,92.01,92.01,92.14,92.14,84.97,84.97,84.97,84.97,66.42,66.42,66.66,72.4,72.4,72.4,78.4,78.4,78.23,77.89,77.89,77.89,77.89,77.89,1919.29,
6930212101,"Thursday, January 4, 2018",2018,1,4,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, January 4, 2018",2018,1,4,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, January 4, 2018",2018,1,4,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, January 4, 2018",2018,1,4,106119542 1 Power Factor,Power Factor,90.564146,90.361325,90.312851,90.378554,90.661342,91.045024,91.798452,91.87238,91.79233,91.794406,91.884037,92.123058,91.88384,91.719363,91.624477,91.619828,91.511927,91.534827,91.260926,91.145899,90.868808,90.62163,90.86246,91.315826,2190.557716,
6930212101,"Thursday, January 4, 2018",2018,1,4,106119542 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, January 4, 2018",2018,1,4,106152381 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, January 4, 2018",2018,1,4,106152381 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, January 4, 2018",2018,1,4,106152383 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, January 4, 2018",2018,1,4,106152383 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Thursday, January 4, 2018",2018,1,4,106959544 1,kWh,3391.2,3319.2,3297.6,3348,3434.4,3513.6,3852,3952.8,3916.8,3981.6,3952.8,3996,4032,3967.2,3974.4,3873.6,3772.8,3780,3614.4,3427.2,3376.8,3283.2,3333.6,3420,87811.2,147513.6
6930212101,"Thursday, January 4, 2018",2018,1,4,106959544 2,kVARh,1972.8,1944,1944,1951.2,1958.4,1980,2095.2,2138.4,2138.4,2174.4,2152.8,2174.4,2232,2196,2210.4,2167.2,2124,2109.6,2066.4,1972.8,1965.6,1936.8,1944,1936.8,49485.6,
6930212101,"Thursday, January 4, 2018",2018,1,4,108209523 1,kWh,2037.6,1951.2,1972.8,1958.4,1980,2088,2664,2764.8,2829.6,2865.6,2887.2,3081.6,3110.4,2894.4,2908.8,2908.8,2829.6,2620.8,2383.2,2268,2203.2,2102.4,2181.6,2210.4,59702.4,0
6930212101,"Thursday, January 4, 2018",2018,1,4,108209523 2,kVARh,568.8,554.4,561.6,561.6,561.6,561.6,720,748.8,777.6,784.8,784.8,813.6,835.2,784.8,799.2,799.2,784.8,705.6,619.2,597.6,597.6,576,590.4,576,16264.8,
6930212101,"Thursday, January 4, 2018",2018,1,4,108209525 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Thursday, January 4, 2018",2018,1,4,108209525 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Thursday, January 4, 2018",2018,1,4,108209526 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Thursday, January 4, 2018",2018,1,4,108209526 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Friday, January 5, 2018",2018,1,5, Fahren,Fahren,6.8,5,3.2,3.2,3.2,1.4,1.4,1.4,1.4,5,6.8,6.8,8.6,8.6,10.4,10.4,10.4,8.6,6.8,6.8,3.2,1.4,-0.4,-0.4,120,
6930212101,"Friday, January 5, 2018",2018,1,5, RH,RH,77.89,84.59,84.46,84.46,84.46,91.87,91.87,84.33,91.87,77.71,77.89,77.89,71.77,71.77,66.18,66.18,66.18,65.93,77.89,65.68,77.53,70.89,77.17,70.67,1857.13,
6930212101,"Friday, January 5, 2018",2018,1,5,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, January 5, 2018",2018,1,5,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, January 5, 2018",2018,1,5,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, January 5, 2018",2018,1,5,106119542 1 Power Factor,Power Factor,90.907087,90.915116,90.791159,90.659104,90.691615,91.029092,91.852002,91.974781,91.954643,92.193626,91.4148,91.468637,91.496054,91.891075,91.919144,91.975244,92.045247,92.044505,90.455483,90.814495,90.707415,89.951559,89.893373,90.479808,2189.525064,
6930212101,"Friday, January 5, 2018",2018,1,5,106119542 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, January 5, 2018",2018,1,5,106152381 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, January 5, 2018",2018,1,5,106152381 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, January 5, 2018",2018,1,5,106152383 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, January 5, 2018",2018,1,5,106152383 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Friday, January 5, 2018",2018,1,5,106959544 1,kWh,3340.8,3333.6,3290.4,3283.2,3355.2,3549.6,3830.4,3909.6,3823.2,3542.4,3686.4,3837.6,3837.6,3772.8,3787.2,3830.4,3729.6,3556.8,3189.6,3016.8,3045.6,2937.6,2959.2,3016.8,83462.4,141847.2
6930212101,"Friday, January 5, 2018",2018,1,5,106959544 2,kVARh,1929.6,1922.4,1915.2,1915.2,1936.8,2008.8,2095.2,2116.8,2080.8,1987.2,2059.2,2116.8,2095.2,2044.8,2066.4,2059.2,1994.4,1893.6,1785.6,1656,1663.2,1656,1677.6,1692,46368,
6930212101,"Friday, January 5, 2018",2018,1,5,108209523 1,kWh,2095.2,2073.6,2059.2,2037.6,2023.2,2124,2743.2,2822.4,2815.2,3319.2,2808,2844,2692.8,2822.4,2952,2901.6,2815.2,2592,2080.8,1965.6,1965.6,1836,1872,2124,58384.8,0
6930212101,"Friday, January 5, 2018",2018,1,5,108209523 2,kVARh,561.6,554.4,554.4,561.6,561.6,568.8,734.4,756,756,892.8,820.8,835.2,784.8,784.8,820.8,813.6,784.8,712.8,698.4,640.8,662.4,662.4,676.8,727.2,16927.2,
6930212101,"Friday, January 5, 2018",2018,1,5,108209525 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Friday, January 5, 2018",2018,1,5,108209525 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Friday, January 5, 2018",2018,1,5,108209526 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Friday, January 5, 2018",2018,1,5,108209526 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Saturday, January 6, 2018",2018,1,6, Fahren,Fahren,-2.2,-5.8,-5.8,-5.8,-2.2,-2.2,-5.8,-5.8,-4,-0.4,3.2,6.8,10.4,12.2,14,12.2,10.4,8.6,6.8,6.8,3.2,1.4,1.4,3.2,60.6,
6930212101,"Saturday, January 6, 2018",2018,1,6, RH,RH,76.98,83.79,83.79,91.58,76.98,84.06,83.79,91.58,83.93,84.2,84.46,77.89,71.98,72.19,72.4,72.19,66.18,71.77,77.89,77.89,84.46,91.87,91.87,91.94,1945.66,
6930212101,"Saturday, January 6, 2018",2018,1,6,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, January 6, 2018",2018,1,6,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, January 6, 2018",2018,1,6,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, January 6, 2018",2018,1,6,106119542 1 Power Factor,Power Factor,89.909896,89.547537,89.131227,89.597937,88.955999,89.431465,90.672636,90.460127,90.149254,90.675697,89.671801,89.858216,90.42722,90.330469,90.475155,91.237658,90.568647,91.288768,90.176592,90.145532,90.308544,89.846867,89.981272,90.3256,2163.174116,
6930212101,"Saturday, January 6, 2018",2018,1,6,106119542 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, January 6, 2018",2018,1,6,106152381 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, January 6, 2018",2018,1,6,106152381 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, January 6, 2018",2018,1,6,106152383 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, January 6, 2018",2018,1,6,106152383 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Saturday, January 6, 2018",2018,1,6,106959544 1,kWh,2836.8,2707.2,2541.6,2628,2592,2606.4,2700,2786.4,2764.8,2815.2,2786.4,2714.4,2772,2793.6,2743.2,2786.4,2865.6,2851.2,2757.6,2656.8,2678.4,2714.4,2707.2,2728.8,65534.4,115459.2
6930212101,"Saturday, January 6, 2018",2018,1,6,106959544 2,kVARh,1656,1627.2,1584,1598.4,1598.4,1591.2,1598.4,1620,1620,1641.6,1656,1641.6,1648.8,1612.8,1598.4,1598.4,1605.6,1620,1612.8,1612.8,1605.6,1612.8,1627.2,1627.2,38815.2,
6930212101,"Saturday, January 6, 2018",2018,1,6,108209523 1,kWh,2044.8,1900.8,1929.6,2001.6,1785.6,1922.4,2296.8,2080.8,2030.4,2268,1951.2,2059.2,2253.6,1951.2,2073.6,2390.4,1872,2354.4,2030.4,2167.2,2203.2,1972.8,2116.8,2268,49924.8,0
6930212101,"Saturday, January 6, 2018",2018,1,6,108209523 2,kVARh,720,662.4,684,691.2,640.8,669.6,720,669.6,676.8,720,676.8,684,720,633.6,662.4,720,612,705.6,676.8,698.4,712.8,669.6,705.6,741.6,16473.6,
6930212101,"Saturday, January 6, 2018",2018,1,6,108209525 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Saturday, January 6, 2018",2018,1,6,108209525 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Saturday, January 6, 2018",2018,1,6,108209526 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Saturday, January 6, 2018",2018,1,6,108209526 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Sunday, January 7, 2018",2018,1,7, Fahren,Fahren,1.4,3.2,3.2,5,6.8,8.6,8.6,10.4,10.4,14,17.6,19.4,21.2,24.8,26.6,26.6,28.4,28.4,30.2,30.2,32,33.8,33.8,33.8,458.4,
6930212101,"Sunday, January 7, 2018",2018,1,7, RH,RH,91.87,91.94,91.94,92.01,77.89,78.06,78.06,66.18,71.98,61.33,56.96,52.71,53.01,49.42,45.85,49.72,50.02,50.02,46.47,46.47,43.19,43.51,47.08,55.02,1490.71,
6930212101,"Sunday, January 7, 2018",2018,1,7,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, January 7, 2018",2018,1,7,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, January 7, 2018",2018,1,7,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, January 7, 2018",2018,1,7,106119542 1 Power Factor,Power Factor,89.982869,89.906709,90.534314,89.821084,89.783813,90.524136,90.340842,90.473862,90.932331,90.299941,90.484867,89.729866,89.580049,89.782272,90.039328,89.748035,89.942401,89.882666,89.605663,89.133257,89.240852,89.441984,89.527199,89.61133,2158.34967,
6930212101,"Sunday, January 7, 2018",2018,1,7,106119542 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, January 7, 2018",2018,1,7,106152381 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, January 7, 2018",2018,1,7,106152381 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, January 7, 2018",2018,1,7,106152383 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, January 7, 2018",2018,1,7,106152383 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Sunday, January 7, 2018",2018,1,7,106959544 1,kWh,2635.2,2584.8,2664,2685.6,2592,2649.6,2728.8,2707.2,2808,2851.2,2800.8,2923.2,2916,2937.6,2944.8,2858.4,2858.4,2937.6,2973.6,2880,2786.4,2800.8,2865.6,2865.6,67255.2,113004
6930212101,"Sunday, January 7, 2018",2018,1,7,106959544 2,kVARh,1569.6,1576.8,1576.8,1598.4,1591.2,1576.8,1584,1584,1620,1634.4,1620,1692,1677.6,1692,1656,1641.6,1634.4,1663.2,1699.2,1699.2,1656,1641.6,1663.2,1656,39204,
6930212101,"Sunday, January 7, 2018",2018,1,7,108209523 1,kWh,1915.2,2052,2203.2,1915.2,2059.2,2210.4,1972.8,2124,2347.2,2037.6,2160,1879.2,1742.4,1864.8,1764,1742.4,1749.6,1728,1735.2,1735.2,1713.6,1692,1706.4,1699.2,45748.8,0
6930212101,"Sunday, January 7, 2018",2018,1,7,108209523 2,kVARh,633.6,676.8,698.4,648,684,698.4,640.8,684,734.4,684,705.6,669.6,633.6,662.4,619.2,619.2,604.8,612,633.6,648,619.2,604.8,612,604.8,15631.2,
6930212101,"Sunday, January 7, 2018",2018,1,7,108209525 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Sunday, January 7, 2018",2018,1,7,108209525 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Sunday, January 7, 2018",2018,1,7,108209526 1,kWh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Sunday, January 7, 2018",2018,1,7,108209526 2,kVARh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6930212101,"Monday, January 8, 2018",2018,1,8, Fahren,Fahren,33.8,33.8,32,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,35.6,33.8,33.8,33.8,32,33.8,33.8,33.8,33.8,33.8,809.4,
6930212101,"Monday, January 8, 2018",2018,1,8, RH,RH,59.42,74.56,92.95,93.01,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,93.01,93.01,2305.96,
6930212101,"Monday, January 8, 2018",2018,1,8,104895486 1,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, January 8, 2018",2018,1,8,104895486 2,kVARh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, January 8, 2018",2018,1,8,106119542 1 kWh,kWh,,,,,,,,,,,,,,,,,,,,,,,,,0,
6930212101,"Monday, January 8, 2018",2018,1,8,106119542 1 Power Factor,Power Factor,89.441126,89.527678,89.413687,89.527848,89.86025,90.443318,92.066976,91.996448,92.113945,92.243903,92.398179,92.290688,92.287235,92.327675,92.290032,92.29254,92.160538,92.138101,91.201431,91.036434,90.798932,90.41746,90.197202,90.776721,2189.248347,
