Date,Temperature,Humidity,energy_consumption
2018-01-01 12:00:00 AM,-5.8,91.58,4485.6
2018-01-01 1:00:00 AM,1.4,91.87,4507.2
2018-01-01 2:00:00 AM,1.4,91.87,4485.6
2018-01-01 3:00:00 AM,1.4,91.87,4413.6
2018-01-01 4:00:00 AM,-0.4,91.8,4384.8
2018-01-01 5:00:00 AM,-2.2,84.06,4399.2
2018-01-01 6:00:00 AM,-4,83.93,4428
2018-01-01 7:00:00 AM,-7.6,91.5,4449.6
2018-01-01 8:00:00 AM,-5.8,83.79,4428
2018-01-01 9:00:00 AM,-2.2,84.06,4399.2
2018-01-01 10:00:00 AM,-0.4,77.17,4528.8
2018-01-01 11:00:00 AM,1.4,77.35,4521.6
2018-01-01 12:00:00 PM,3.2,77.53,4528.8
2018-01-01 1:00:00 PM,3.2,77.53,4521.6
2018-01-01 2:00:00 PM,3.2,77.53,4492.8
2018-01-01 3:00:00 PM,3.2,71.11,4572
2018-01-01 4:00:00 PM,1.4,64.92,4550.4
2018-01-01 5:00:00 PM,-0.4,64.66,4514.4
2018-01-01 6:00:00 PM,1.4,70.89,4586.4
2018-01-01 7:00:00 PM,-4,70.21,4608
2018-01-01 8:00:00 PM,-5.8,76.61,4521.6
2018-01-01 9:00:00 PM,-5.8,76.61,4492.8
2018-01-01 10:00:00 PM,-4,70.21,4579.2
2018-01-01 11:00:00 PM,-5.8,76.61,4521.6
2018-01-02 12:00:00 AM,-9.4,76.22,4327.2
2018-01-02 1:00:00 AM,-9.4,69.51,4514.4
2018-01-02 2:00:00 AM,-11.2,76.03,4593.6
2018-01-02 3:00:00 AM,-11.2,76.03,4665.6
2018-01-02 4:00:00 AM,-9.4,76.22,4586.4
2018-01-02 5:00:00 AM,-9.4,76.22,5472
2018-01-02 6:00:00 AM,-11.2,83.37,6760.8
2018-01-02 7:00:00 AM,-11.2,83.37,6732
2018-01-02 8:00:00 AM,-9.4,76.22,6552
2018-01-02 9:00:00 AM,-7.6,83.65,6494.4
2018-01-02 10:00:00 AM,-2.2,70.44,6631.2
2018-01-02 11:00:00 AM,-0.4,70.67,6667.2
2018-01-02 12:00:00 PM,3.2,65.18,6631.2
2018-01-02 1:00:00 PM,5,65.43,6609.6
2018-01-02 2:00:00 PM,6.8,65.68,6818.4
2018-01-02 3:00:00 PM,8.6,60.52,6660
2018-01-02 4:00:00 PM,8.6,60.52,6667.2
2018-01-02 5:00:00 PM,6.8,60.25,7027.2
2018-01-02 6:00:00 PM,1.4,70.89,6062.4
2018-01-02 7:00:00 PM,3.2,65.18,5486.4
2018-01-02 8:00:00 PM,1.4,70.89,5328
2018-01-02 9:00:00 PM,5,65.43,5205.6
2018-01-02 10:00:00 PM,5,71.33,5328
2018-01-02 11:00:00 PM,6.8,65.68,5328
2018-01-03 12:00:00 AM,6.8,65.68,5270.4
2018-01-03 1:00:00 AM,1.4,77.35,5256
2018-01-03 2:00:00 AM,3.2,77.53,5220
2018-01-03 3:00:00 AM,3.2,77.53,5119.2
2018-01-03 4:00:00 AM,5,71.33,5090.4
2018-01-03 5:00:00 AM,5,71.33,5457.6
2018-01-03 6:00:00 AM,5,77.71,6458.4
2018-01-03 7:00:00 AM,6.8,65.68,6638.4
2018-01-03 8:00:00 AM,6.8,71.55,6796.8
2018-01-03 9:00:00 AM,10.4,66.18,6883.2
2018-01-03 10:00:00 AM,12.2,66.42,7567.2
2018-01-03 11:00:00 AM,15.8,61.6,7077.6
2018-01-03 12:00:00 PM,17.6,61.86,6832.8
2018-01-03 1:00:00 PM,17.6,67.14,6782.4
2018-01-03 2:00:00 PM,19.4,67.37,6775.2
2018-01-03 3:00:00 PM,17.6,72.81,6703.2
2018-01-03 4:00:00 PM,17.6,78.9,6573.6
2018-01-03 5:00:00 PM,15.8,85.33,6328.8
2018-01-03 6:00:00 PM,15.8,85.33,5961.6
2018-01-03 7:00:00 PM,15.8,72.61,5666.4
2018-01-03 8:00:00 PM,15.8,72.61,5536.8
2018-01-03 9:00:00 PM,14,78.57,5364
2018-01-03 10:00:00 PM,12.2,85.09,5536.8
2018-01-03 11:00:00 PM,12.2,85.09,5673.6
2018-01-04 12:00:00 AM,12.2,85.09,5428.8
2018-01-04 1:00:00 AM,8.6,84.84,5270.4
2018-01-04 2:00:00 AM,5,92.01,5270.4
2018-01-04 3:00:00 AM,5,92.01,5306.4
2018-01-04 4:00:00 AM,8.6,92.14,5414.4
2018-01-04 5:00:00 AM,8.6,92.14,5601.6
2018-01-04 6:00:00 AM,10.4,84.97,6516
2018-01-04 7:00:00 AM,10.4,84.97,6717.6
2018-01-04 8:00:00 AM,10.4,84.97,6746.4
2018-01-04 9:00:00 AM,10.4,84.97,6847.2
2018-01-04 10:00:00 AM,12.2,66.42,6840
2018-01-04 11:00:00 AM,12.2,66.42,7077.6
2018-01-04 12:00:00 PM,14,66.66,7142.4
2018-01-04 1:00:00 PM,14,72.4,6861.6
2018-01-04 2:00:00 PM,14,72.4,6883.2
2018-01-04 3:00:00 PM,14,72.4,6782.4
2018-01-04 4:00:00 PM,12.2,78.4,6602.4
2018-01-04 5:00:00 PM,12.2,78.4,6400.8
2018-01-04 6:00:00 PM,10.4,78.23,5997.6
2018-01-04 7:00:00 PM,6.8,77.89,5695.2
2018-01-04 8:00:00 PM,6.8,77.89,5580
2018-01-04 9:00:00 PM,6.8,77.89,5385.6
2018-01-04 10:00:00 PM,6.8,77.89,5515.2
2018-01-04 11:00:00 PM,6.8,77.89,5630.4
2018-01-05 12:00:00 AM,6.8,77.89,5436
2018-01-05 1:00:00 AM,5,84.59,5407.2
2018-01-05 2:00:00 AM,3.2,84.46,5349.6
2018-01-05 3:00:00 AM,3.2,84.46,5320.8
2018-01-05 4:00:00 AM,3.2,84.46,5378.4
2018-01-05 5:00:00 AM,1.4,91.87,5673.6
2018-01-05 6:00:00 AM,1.4,91.87,6573.6
2018-01-05 7:00:00 AM,1.4,84.33,6732
2018-01-05 8:00:00 AM,1.4,91.87,6638.4
2018-01-05 9:00:00 AM,5,77.71,6861.6
2018-01-05 10:00:00 AM,6.8,77.89,6494.4
2018-01-05 11:00:00 AM,6.8,77.89,6681.6
2018-01-05 12:00:00 PM,8.6,71.77,6530.4
2018-01-05 1:00:00 PM,8.6,71.77,6595.2
2018-01-05 2:00:00 PM,10.4,66.18,6739.2
2018-01-05 3:00:00 PM,10.4,66.18,6732
2018-01-05 4:00:00 PM,10.4,66.18,6544.8
2018-01-05 5:00:00 PM,8.6,65.93,6148.8
2018-01-05 6:00:00 PM,6.8,77.89,5270.4
2018-01-05 7:00:00 PM,6.8,65.68,4982.4
2018-01-05 8:00:00 PM,3.2,77.53,5011.2
2018-01-05 9:00:00 PM,1.4,70.89,4773.6
2018-01-05 10:00:00 PM,-0.4,77.17,4831.2
2018-01-05 11:00:00 PM,-0.4,70.67,5140.8
2018-01-06 12:00:00 AM,-2.2,76.98,4881.6
2018-01-06 1:00:00 AM,-5.8,83.79,4608
2018-01-06 2:00:00 AM,-5.8,83.79,4471.2
2018-01-06 3:00:00 AM,-5.8,91.58,4629.6
2018-01-06 4:00:00 AM,-2.2,76.98,4377.6
2018-01-06 5:00:00 AM,-2.2,84.06,4528.8
2018-01-06 6:00:00 AM,-5.8,83.79,4996.8
2018-01-06 7:00:00 AM,-5.8,91.58,4867.2
2018-01-06 8:00:00 AM,-4,83.93,4795.2
2018-01-06 9:00:00 AM,-0.4,84.2,5083.2
2018-01-06 10:00:00 AM,3.2,84.46,4737.6
2018-01-06 11:00:00 AM,6.8,77.89,4773.6
2018-01-06 12:00:00 PM,10.4,71.98,5025.6
2018-01-06 1:00:00 PM,12.2,72.19,4744.8
2018-01-06 2:00:00 PM,14,72.4,4816.8
2018-01-06 3:00:00 PM,12.2,72.19,5176.8
2018-01-06 4:00:00 PM,10.4,66.18,4737.6
2018-01-06 5:00:00 PM,8.6,71.77,5205.6
2018-01-06 6:00:00 PM,6.8,77.89,4788
2018-01-06 7:00:00 PM,6.8,77.89,4824
2018-01-06 8:00:00 PM,3.2,84.46,4881.6
2018-01-06 9:00:00 PM,1.4,91.87,4687.2
2018-01-06 10:00:00 PM,1.4,91.87,4824
2018-01-06 11:00:00 PM,3.2,91.94,4996.8
2018-01-07 12:00:00 AM,1.4,91.87,4550.4
2018-01-07 1:00:00 AM,3.2,91.94,4636.8
2018-01-07 2:00:00 AM,3.2,91.94,4867.2
2018-01-07 3:00:00 AM,5,92.01,4600.8
2018-01-07 4:00:00 AM,6.8,77.89,4651.2
2018-01-07 5:00:00 AM,8.6,78.06,4860
2018-01-07 6:00:00 AM,8.6,78.06,4701.6
2018-01-07 7:00:00 AM,10.4,66.18,4831.2
2018-01-07 8:00:00 AM,10.4,71.98,5155.2
2018-01-07 9:00:00 AM,14,61.33,4888.8
2018-01-07 10:00:00 AM,17.6,56.96,4960.8
2018-01-07 11:00:00 AM,19.4,52.71,4802.4
2018-01-07 12:00:00 PM,21.2,53.01,4658.4
2018-01-07 1:00:00 PM,24.8,49.42,4802.4
2018-01-07 2:00:00 PM,26.6,45.85,4708.8
2018-01-07 3:00:00 PM,26.6,49.72,4600.8
2018-01-07 4:00:00 PM,28.4,50.02,4608
2018-01-07 5:00:00 PM,28.4,50.02,4665.6
2018-01-07 6:00:00 PM,30.2,46.47,4708.8
2018-01-07 7:00:00 PM,30.2,46.47,4615.2
2018-01-07 8:00:00 PM,32,43.19,4500
2018-01-07 9:00:00 PM,33.8,43.51,4492.8
2018-01-07 10:00:00 PM,33.8,47.08,4572
2018-01-07 11:00:00 PM,33.8,55.02,4564.8
2018-01-08 12:00:00 AM,33.8,59.42,4507.2
2018-01-08 1:00:00 AM,33.8,74.56,4471.2
2018-01-08 2:00:00 AM,32,92.95,4485.6
2018-01-08 3:00:00 AM,33.8,93.01,4514.4
2018-01-08 4:00:00 AM,33.8,100,4586.4
2018-01-08 5:00:00 AM,33.8,100,4939.2
2018-01-08 6:00:00 AM,33.8,100,6436.8
2018-01-08 7:00:00 AM,33.8,100,6624
2018-01-08 8:00:00 AM,33.8,100,6832.8
2018-01-08 9:00:00 AM,33.8,100,6897.6
2018-01-08 10:00:00 AM,33.8,100,6940.8
2018-01-08 11:00:00 AM,33.8,100,6955.2
2018-01-08 12:00:00 PM,33.8,100,6919.2
2018-01-08 1:00:00 PM,33.8,100,6904.8
2018-01-08 2:00:00 PM,35.6,100,6868.8
2018-01-08 3:00:00 PM,33.8,100,6818.4
2018-01-08 4:00:00 PM,33.8,100,6616.8
2018-01-08 5:00:00 PM,33.8,100,6184.8
2018-01-08 6:00:00 PM,32,100,5428.8
2018-01-08 7:00:00 PM,33.8,100,5148
2018-01-08 8:00:00 PM,33.8,100,5040
2018-01-08 9:00:00 PM,33.8,100,4816.8
2018-01-08 10:00:00 PM,33.8,93.01,4903.2
2018-01-08 11:00:00 PM,33.8,93.01,4939.2
2018-01-09 12:00:00 AM,32,100,4824
2018-01-09 1:00:00 AM,32,100,4795.2
2018-01-09 2:00:00 AM,30.2,100,4723.2
2018-01-09 3:00:00 AM,30.2,100,4680
2018-01-09 4:00:00 AM,30.2,100,4687.2
2018-01-09 5:00:00 AM,30.2,100,5169.6
2018-01-09 6:00:00 AM,30.2,100,6775.2
2018-01-09 7:00:00 AM,30.2,100,6948
2018-01-09 8:00:00 AM,30.2,100,6897.6
2018-01-09 9:00:00 AM,30.2,100,6955.2
2018-01-09 10:00:00 AM,32,100,6976.8
2018-01-09 11:00:00 AM,32,92.95,7020
2018-01-09 12:00:00 PM,33.8,93.01,6976.8
2018-01-09 1:00:00 PM,35.6,86.56,6890.4
2018-01-09 2:00:00 PM,33.8,93.01,6861.6
2018-01-09 3:00:00 PM,35.6,93.07,6796.8
2018-01-09 4:00:00 PM,33.8,93.01,6523.2
2018-01-09 5:00:00 PM,33.8,93.01,6091.2
2018-01-09 6:00:00 PM,53.6,93.59,5306.4
2018-01-09 7:00:00 PM,30.2,100,5011.2
2018-01-09 8:00:00 PM,30.2,100,4795.2
2018-01-09 9:00:00 PM,30.2,100,4600.8
2018-01-09 10:00:00 PM,28.4,100,4723.2
2018-01-09 11:00:00 PM,28.4,100,4773.6
2018-01-10 12:00:00 AM,30.2,100,4651.2
2018-01-10 1:00:00 AM,33.8,100,4564.8
2018-01-10 2:00:00 AM,33.8,100,4536
2018-01-10 3:00:00 AM,33.8,100,4500
2018-01-10 4:00:00 AM,33.8,100,4564.8
2018-01-10 5:00:00 AM,35.6,100,5018.4
2018-01-10 6:00:00 AM,35.6,100,6674.4
2018-01-10 7:00:00 AM,37.4,100,6818.4
2018-01-10 8:00:00 AM,37.4,100,6861.6
2018-01-10 9:00:00 AM,39.2,100,6876
2018-01-10 10:00:00 AM,44.6,100,7308
2018-01-10 11:00:00 AM,51.8,87.46,7336.8
2018-01-10 12:00:00 PM,53.6,87.55,6948
2018-01-10 1:00:00 PM,55.4,87.64,7668
2018-01-10 2:00:00 PM,57.2,82.12,7732.8
2018-01-10 3:00:00 PM,57.2,87.74,7372.8
2018-01-10 4:00:00 PM,55.4,87.64,7142.4
2018-01-10 5:00:00 PM,55.4,87.64,6645.6
2018-01-10 6:00:00 PM,53.6,93.59,5875.2
2018-01-10 7:00:00 PM,53.6,93.59,5551.2
2018-01-10 8:00:00 PM,51.8,100,5522.4
2018-01-10 9:00:00 PM,55.4,87.64,5306.4
2018-01-10 10:00:00 PM,57.2,82.12,5443.2
2018-01-10 11:00:00 PM,59,76.98,5493.6
2018-01-11 12:00:00 AM,57.2,82.12,5364
2018-01-11 1:00:00 AM,57.2,82.12,5277.6
2018-01-11 2:00:00 AM,57.2,82.12,5205.6
2018-01-11 3:00:00 AM,57.2,82.12,5234.4
2018-01-11 4:00:00 AM,55.4,87.64,5068.8
2018-01-11 5:00:00 AM,55.4,87.64,4946.4
2018-01-11 6:00:00 AM,55.4,81.99,6861.6
2018-01-11 7:00:00 AM,53.6,93.59,7581.6
2018-01-11 8:00:00 AM,53.6,100,7308
2018-01-11 9:00:00 AM,53.6,100,7272
2018-01-11 10:00:00 AM,53.6,100,7372.8
2018-01-11 11:00:00 AM,53.6,100,7394.4
2018-01-11 12:00:00 PM,53.6,100,7329.6
2018-01-11 1:00:00 PM,53.6,100,7365.6
2018-01-11 2:00:00 PM,55.4,100,7394.4
2018-01-11 3:00:00 PM,55.4,100,7315.2
2018-01-11 4:00:00 PM,55.4,100,7171.2
2018-01-11 5:00:00 PM,55.4,100,6660
2018-01-11 6:00:00 PM,55.4,100,5932.8
2018-01-11 7:00:00 PM,55.4,100,5565.6
2018-01-11 8:00:00 PM,55.4,100,5601.6
2018-01-11 9:00:00 PM,57.2,100,5392.8
2018-01-11 10:00:00 PM,57.2,100,5544
2018-01-11 11:00:00 PM,55.4,100,5508
2018-01-12 12:00:00 AM,55.4,100,5248.8
2018-01-12 1:00:00 AM,55.4,100,5140.8
2018-01-12 2:00:00 AM,53.6,100,5076
2018-01-12 3:00:00 AM,53.6,100,5097.6
2018-01-12 4:00:00 AM,44.6,100,5155.2
2018-01-12 5:00:00 AM,39.2,100,5652
2018-01-12 6:00:00 AM,35.6,100,6703.2
2018-01-12 7:00:00 AM,33.8,100,7156.8
2018-01-12 8:00:00 AM,32,100,7164
2018-01-12 9:00:00 AM,33.8,100,7264.8
2018-01-12 10:00:00 AM,33.8,100,7128
2018-01-12 11:00:00 AM,33.8,100,7207.2
2018-01-12 12:00:00 PM,30.2,100,7056
2018-01-12 1:00:00 PM,30.2,100,7077.6
2018-01-12 2:00:00 PM,26.6,100,6969.6
2018-01-12 3:00:00 PM,24.8,100,6746.4
2018-01-12 4:00:00 PM,24.8,100,5990.4
2018-01-12 5:00:00 PM,23,100,5630.4
2018-01-12 6:00:00 PM,21.2,92.6,4953.6
2018-01-12 7:00:00 PM,19.4,100,4780.8
2018-01-12 8:00:00 PM,19.4,92.53,4766.4
2018-01-12 9:00:00 PM,17.6,78.9,4701.6
2018-01-12 10:00:00 PM,17.6,78.9,5140.8
2018-01-12 11:00:00 PM,17.6,72.81,5155.2
2018-01-13 12:00:00 AM,15.8,72.61,4845.6
2018-01-13 1:00:00 AM,15.8,66.9,4860
2018-01-13 2:00:00 AM,14,66.66,4788
2018-01-13 3:00:00 AM,12.2,72.19,4795.2
2018-01-13 4:00:00 AM,12.2,66.42,4802.4
2018-01-13 5:00:00 AM,12.2,72.19,4802.4
2018-01-13 6:00:00 AM,10.4,71.98,4996.8
2018-01-13 7:00:00 AM,10.4,66.18,4989.6
2018-01-13 8:00:00 AM,10.4,66.18,4982.4
2018-01-13 9:00:00 AM,12.2,61.07,5018.4
2018-01-13 10:00:00 AM,14,61.33,4888.8
2018-01-13 11:00:00 AM,14,61.33,4838.4
2018-01-13 12:00:00 PM,15.8,56.68,4867.2
2018-01-13 1:00:00 PM,15.8,61.6,4910.4
2018-01-13 2:00:00 PM,15.8,66.9,4946.4
2018-01-13 3:00:00 PM,15.8,66.9,4953.6
2018-01-13 4:00:00 PM,15.8,66.9,4924.8
2018-01-13 5:00:00 PM,12.2,72.19,4917.6
2018-01-13 6:00:00 PM,12.2,66.42,4867.2
2018-01-13 7:00:00 PM,10.4,78.23,4831.2
2018-01-13 8:00:00 PM,12.2,85.09,4788
2018-01-13 9:00:00 PM,14,78.57,4773.6
2018-01-13 10:00:00 PM,15.8,66.9,4845.6
2018-01-13 11:00:00 PM,14,78.57,4809.6
2018-01-14 12:00:00 AM,14,85.21,4759.2
2018-01-14 1:00:00 AM,12.2,92.28,4716
2018-01-14 2:00:00 AM,10.4,92.21,4723.2
2018-01-14 3:00:00 AM,6.8,92.08,4708.8
2018-01-14 4:00:00 AM,5,100,4694.4
2018-01-14 5:00:00 AM,5,92.01,4759.2
2018-01-14 6:00:00 AM,5,92.01,4773.6
2018-01-14 7:00:00 AM,6.8,84.72,4824
2018-01-14 8:00:00 AM,6.8,92.08,4816.8
2018-01-14 9:00:00 AM,8.6,100,4795.2
2018-01-14 10:00:00 AM,12.2,92.28,4831.2
2018-01-14 11:00:00 AM,15.8,72.61,4816.8
2018-01-14 12:00:00 PM,15.8,66.9,4860
2018-01-14 1:00:00 PM,17.6,61.86,4896
2018-01-14 2:00:00 PM,17.6,61.86,4867.2
2018-01-14 3:00:00 PM,17.6,56.96,4896
2018-01-14 4:00:00 PM,15.8,56.68,4860
2018-01-14 5:00:00 PM,12.2,66.42,4896
2018-01-14 6:00:00 PM,24.8,100,4874.4
2018-01-14 7:00:00 PM,10.4,66.18,4874.4
2018-01-14 8:00:00 PM,8.6,71.77,4752
2018-01-14 9:00:00 PM,10.4,71.98,4766.4
2018-01-14 10:00:00 PM,10.4,71.98,4795.2
2018-01-14 11:00:00 PM,12.2,72.19,4773.6
2018-01-15 12:00:00 AM,14,72.4,4780.8
2018-01-15 1:00:00 AM,14,85.21,4752
2018-01-15 2:00:00 AM,14,92.34,4766.4
2018-01-15 3:00:00 AM,14,92.34,4788
2018-01-15 4:00:00 AM,15.8,85.33,4766.4
2018-01-15 5:00:00 AM,15.8,92.41,4744.8
2018-01-15 6:00:00 AM,15.8,100,4896
2018-01-15 7:00:00 AM,17.6,92.47,5025.6
2018-01-15 8:00:00 AM,19.4,92.53,5119.2
2018-01-15 9:00:00 AM,19.4,100,5025.6
2018-01-15 10:00:00 AM,21.2,92.6,4996.8
2018-01-15 11:00:00 AM,23,92.66,5400
2018-01-15 12:00:00 PM,23,92.66,5817.6
2018-01-15 1:00:00 PM,24.8,92.72,6084
2018-01-15 2:00:00 PM,24.8,100,6048
2018-01-15 3:00:00 PM,26.6,86.02,5968.8
2018-01-15 4:00:00 PM,26.6,79.7,5889.6
2018-01-15 5:00:00 PM,24.8,92.72,5875.2
2018-01-15 6:00:00 PM,24.8,100,5846.4
2018-01-15 7:00:00 PM,24.8,92.72,5846.4
2018-01-15 8:00:00 PM,24.8,100,5803.2
2018-01-15 9:00:00 PM,19.4,92.53,5810.4
2018-01-15 10:00:00 PM,15.8,85.33,5817.6
2018-01-15 11:00:00 PM,14,85.21,5709.6
2018-01-16 12:00:00 AM,12.2,85.09,5551.2
2018-01-16 1:00:00 AM,10.4,78.23,5594.4
2018-01-16 2:00:00 AM,8.6,84.84,5572.8
2018-01-16 3:00:00 AM,6.8,84.72,5630.4
2018-01-16 4:00:00 AM,6.8,77.89,5709.6
2018-01-16 5:00:00 AM,3.2,84.46,5932.8
2018-01-16 6:00:00 AM,1.4,84.33,6796.8
2018-01-16 7:00:00 AM,1.4,84.33,6984
2018-01-16 8:00:00 AM,1.4,84.33,7048.8
2018-01-16 9:00:00 AM,1.4,84.33,6991.2
2018-01-16 10:00:00 AM,3.2,77.53,7063.2
2018-01-16 11:00:00 AM,3.2,77.53,7063.2
2018-01-16 12:00:00 PM,5,77.71,7056
2018-01-16 1:00:00 PM,6.8,71.55,7106.4
2018-01-16 2:00:00 PM,6.8,71.55,7041.6
2018-01-16 3:00:00 PM,6.8,71.55,7020
2018-01-16 4:00:00 PM,6.8,71.55,6825.6
2018-01-16 5:00:00 PM,6.8,71.55,6638.4
2018-01-16 6:00:00 PM,5,77.71,6242.4
2018-01-16 7:00:00 PM,5,84.59,6091.2
2018-01-16 8:00:00 PM,3.2,84.46,6019.2
2018-01-16 9:00:00 PM,3.2,84.46,5781.6
2018-01-16 10:00:00 PM,6.8,77.89,5896.8
2018-01-16 11:00:00 PM,6.8,84.72,5961.6
2018-01-17 12:00:00 AM,6.8,84.72,5788.8
2018-01-17 1:00:00 AM,6.8,84.72,5846.4
2018-01-17 2:00:00 AM,6.8,84.72,5760
2018-01-17 3:00:00 AM,6.8,84.72,5688
2018-01-17 4:00:00 AM,6.8,92.08,5716.8
2018-01-17 5:00:00 AM,8.6,84.84,5983.2
2018-01-17 6:00:00 AM,8.6,92.14,6825.6
2018-01-17 7:00:00 AM,8.6,92.14,6948
2018-01-17 8:00:00 AM,8.6,92.14,7106.4
2018-01-17 9:00:00 AM,8.6,84.84,7149.6
2018-01-17 10:00:00 AM,10.4,84.97,7156.8
2018-01-17 11:00:00 AM,12.2,78.4,7106.4
2018-01-17 12:00:00 PM,12.2,85.09,6984
2018-01-17 1:00:00 PM,15.8,72.61,7149.6
2018-01-17 2:00:00 PM,15.8,78.74,7178.4
2018-01-17 3:00:00 PM,17.6,72.81,7120.8
2018-01-17 4:00:00 PM,15.8,72.61,6940.8
2018-01-17 5:00:00 PM,12.2,85.09,6710.4
2018-01-17 6:00:00 PM,10.4,84.97,6386.4
2018-01-17 7:00:00 PM,10.4,84.97,6148.8
2018-01-17 8:00:00 PM,10.4,84.97,5997.6
2018-01-17 9:00:00 PM,12.2,85.09,5846.4
2018-01-17 10:00:00 PM,12.2,85.09,5889.6
2018-01-17 11:00:00 PM,12.2,85.09,5961.6
2018-01-18 12:00:00 AM,12.2,85.09,5860.8
2018-01-18 1:00:00 AM,12.2,78.4,5796
2018-01-18 2:00:00 AM,10.4,84.97,5709.6
2018-01-18 3:00:00 AM,10.4,84.97,5716.8
2018-01-18 4:00:00 AM,10.4,84.97,5774.4
2018-01-18 5:00:00 AM,8.6,92.14,6062.4
2018-01-18 6:00:00 AM,8.6,92.14,6897.6
2018-01-18 7:00:00 AM,8.6,92.14,6940.8
2018-01-18 8:00:00 AM,10.4,84.97,7164
2018-01-18 9:00:00 AM,14,78.57,7113.6
2018-01-18 10:00:00 AM,17.6,72.81,7257.6
2018-01-18 11:00:00 AM,21.2,67.61,7200
2018-01-18 12:00:00 PM,23,62.64,7200
2018-01-18 1:00:00 PM,26.6,58.35,7272
2018-01-18 2:00:00 PM,28.4,58.62,7228.8
2018-01-18 3:00:00 PM,30.2,54.46,7156.8
2018-01-18 4:00:00 PM,28.4,58.62,6897.6
2018-01-18 5:00:00 PM,28.4,58.62,6422.4
2018-01-18 6:00:00 PM,35.6,55.3,5781.6
2018-01-18 7:00:00 PM,26.6,63.15,5421.6
2018-01-18 8:00:00 PM,24.8,62.9,5306.4
2018-01-18 9:00:00 PM,24.8,58.08,5155.2
2018-01-18 10:00:00 PM,24.8,58.08,5220
2018-01-18 11:00:00 PM,23,62.64,5263.2
2018-01-19 12:00:00 AM,23,62.64,5155.2
2018-01-19 1:00:00 AM,21.2,67.61,5090.4
2018-01-19 2:00:00 AM,21.2,67.61,5068.8
2018-01-19 3:00:00 AM,19.4,73.01,4968
2018-01-19 4:00:00 AM,19.4,73.01,5032.8
2018-01-19 5:00:00 AM,19.4,73.01,5450.4
2018-01-19 6:00:00 AM,19.4,73.01,6861.6
2018-01-19 7:00:00 AM,19.4,73.01,7027.2
2018-01-19 8:00:00 AM,21.2,67.61,7063.2
2018-01-19 9:00:00 AM,24.8,62.9,7149.6
2018-01-19 10:00:00 AM,26.6,63.15,7192.8
2018-01-19 11:00:00 AM,28.4,63.4,7185.6
2018-01-19 12:00:00 PM,30.2,58.89,7214.4
2018-01-19 1:00:00 PM,33.8,55.02,7192.8
2018-01-19 2:00:00 PM,35.6,51.21,7142.4
2018-01-19 3:00:00 PM,37.4,51.5,7048.8
2018-01-19 4:00:00 PM,37.4,51.5,6804
2018-01-19 5:00:00 PM,35.6,55.3,6357.6
2018-01-19 6:00:00 PM,42.8,75.46,5680.8
2018-01-19 7:00:00 PM,33.8,59.42,5472
2018-01-19 8:00:00 PM,33.8,59.42,5493.6
2018-01-19 9:00:00 PM,33.8,59.42,5313.6
2018-01-19 10:00:00 PM,33.8,59.42,5400
2018-01-19 11:00:00 PM,33.8,64.13,5400
2018-01-20 12:00:00 AM,33.8,64.13,5320.8
2018-01-20 1:00:00 AM,33.8,64.13,5256
2018-01-20 2:00:00 AM,32,68.95,5284.8
2018-01-20 3:00:00 AM,30.2,74.18,5241.6
2018-01-20 4:00:00 AM,30.2,74.18,5191.2
2018-01-20 5:00:00 AM,30.2,74.18,5241.6
2018-01-20 6:00:00 AM,30.2,74.18,5277.6
2018-01-20 7:00:00 AM,30.2,74.18,5076
2018-01-20 8:00:00 AM,32,68.95,5184
2018-01-20 9:00:00 AM,33.8,69.17,5119.2
2018-01-20 10:00:00 AM,37.4,59.95,5112
2018-01-20 11:00:00 AM,39.2,60.21,5176.8
2018-01-20 12:00:00 PM,41,60.46,5176.8
2018-01-20 1:00:00 PM,42.8,60.72,5162.4
2018-01-20 2:00:00 PM,44.6,65.55,5191.2
2018-01-20 3:00:00 PM,44.6,70.43,5112
2018-01-20 4:00:00 PM,42.8,75.46,5090.4
2018-01-20 5:00:00 PM,42.8,75.46,5068.8
2018-01-20 6:00:00 PM,42.8,75.46,5061.6
2018-01-20 7:00:00 PM,42.8,70.23,5047.2
2018-01-20 8:00:00 PM,42.8,75.46,4946.4
2018-01-20 9:00:00 PM,41,86.87,4989.6
2018-01-20 10:00:00 PM,39.2,100,4996.8
2018-01-20 11:00:00 PM,39.2,100,4996.8
2018-01-21 12:00:00 AM,39.2,100,5011.2
2018-01-21 1:00:00 AM,39.2,100,4968
2018-01-21 2:00:00 AM,41,100,5011.2
2018-01-21 3:00:00 AM,42.8,100,4982.4
2018-01-21 4:00:00 AM,42.8,100,4982.4
2018-01-21 5:00:00 AM,44.6,100,5025.6
2018-01-21 6:00:00 AM,44.6,93.34,5011.2
2018-01-21 7:00:00 AM,44.6,93.34,5061.6
2018-01-21 8:00:00 AM,46.4,87.17,5011.2
2018-01-21 9:00:00 AM,46.4,87.17,5025.6
2018-01-21 10:00:00 AM,46.4,87.17,5047.2
2018-01-21 11:00:00 AM,48.2,87.27,4989.6
2018-01-21 12:00:00 PM,50,87.36,5061.6
2018-01-21 1:00:00 PM,51.8,81.72,5025.6
2018-01-21 2:00:00 PM,51.8,81.72,4888.8
2018-01-21 3:00:00 PM,51.8,87.46,4766.4
2018-01-21 4:00:00 PM,51.8,87.46,4759.2
2018-01-21 5:00:00 PM,51.8,87.46,4708.8
